title,author,year,doi,url
Producing Artificial Intelligent Systems,Maria Isabel Aldinhas Ferreira,2024,10.1007/978-3-031-55817-7,http://link.springer.com/book/10.1007/978-3-031-55817-7
Product Lifecycle Management Enabling Smart X,Prof. Dr. Felix NyffeneggerJosé RíosLouis RivestProf. Dr. Abdelaziz Bouras,2020,10.1007/978-3-030-62807-9,http://link.springer.com/book/10.1007/978-3-030-62807-9
Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations,Prof. Osiris Canciglieri JuniorProf. Frédéric NoëlLouis RivestProf. Dr. Abdelaziz Bouras,2022,10.1007/978-3-030-94335-6,http://link.springer.com/book/10.1007/978-3-030-94335-6
"Product Lifecycle Management. Leveraging Digital Twins, Circular Economy, and Knowledge Management for Sustainable Innovation",Christophe DanjouRamy HarikFelix NyffeneggerLouis RivestAbdelaziz Bouras,2024,10.1007/978-3-031-62582-4,http://link.springer.com/book/10.1007/978-3-031-62582-4
Product-Focused Software Process Improvement,Pekka AbrahamssonAndreas JedlitschkaAnh Nguyen DucMichael FeldererSousuke AmasakiTommi Mikkonen,2016,10.1007/978-3-319-49094-6,http://link.springer.com/book/10.1007/978-3-319-49094-6
Product-Focused Software Process Improvement,Davide TaibiMarco KuhrmannTommi MikkonenJil KlünderPekka Abrahamsson,2022,10.1007/978-3-031-21388-5,http://link.springer.com/book/10.1007/978-3-031-21388-5
Product-Focused Software Process Improvement,Dr. Maurizio MorisioProf. Marco TorchianoAndreas Jedlitschka,2020,10.1007/978-3-030-64148-1,http://link.springer.com/book/10.1007/978-3-030-64148-1
Product-Focused Software Process Improvement,Prof. Dr. Xavier FranchTomi MännistöSilverio Martínez-Fernández,2019,10.1007/978-3-030-35333-9,http://link.springer.com/book/10.1007/978-3-030-35333-9
Product-Focused Software Process Improvement,Dr. Marco KuhrmannProf. Dr. Kurt SchneiderDietmar PfahlSousuke AmasakiMarcus CiolkowskiProf. Dr. Regina HebigDr. Paolo TellJil KlünderSteffen Küpper,2018,10.1007/978-3-030-03673-7,http://link.springer.com/book/10.1007/978-3-030-03673-7
Product-Focused Software Process Improvement,Luca ArditoAndreas JedlitschkaDr. Maurizio MorisioProf. Marco Torchiano,2021,10.1007/978-3-030-91452-3,http://link.springer.com/book/10.1007/978-3-030-91452-3
Production at the Leading Edge of Technology,Thomas BauernhanslAlexander VerlMathias LiewaldHans-Christian Möhring,2024,10.1007/978-3-031-47394-4,http://link.springer.com/book/10.1007/978-3-031-47394-4
Production at the Leading Edge of Technology,Mathias LiewaldAlexander VerlThomas BauernhanslHans-Christian Möhring,2023,10.1007/978-3-031-18318-8,http://link.springer.com/book/10.1007/978-3-031-18318-8
"Programming '24: Companion Proceedings of the 8th International Conference on the Art, Science, and Engineering of Programming",,2024,,
Promote-pl: a round-trip engineering process model for adopting and evolving product lines,"Kr\""{u}ger, Jacob and Mahmood, Wardah and Berger, Thorsten",2020,10.1145/3382025.3414970,https://doi.org/10.1145/3382025.3414970
Prototyping a business process improvement plan. An evidence-based approach,Pavlos Delias and Gia-Thi Nguyen,2021,https://doi.org/10.1016/j.is.2021.101812,https://www.sciencedirect.com/science/article/pii/S0306437921000594
Q-SE 2024: Proceedings of the 5th ACM/IEEE International Workshop on Quantum Software Engineering,,2024,,
QFaaS: A Serverless Function-as-a-Service framework for Quantum computing,Hoa T. Nguyen and Muhammad Usman and Rajkumar Buyya,2024,https://doi.org/10.1016/j.future.2024.01.018,https://www.sciencedirect.com/science/article/pii/S0167739X24000189
QP4SE 2022: Proceedings of the 1st International Workshop on Quantum Programming for Software Engineering,,2022,,
QSOC: Quantum Service-Oriented Computing,Indika KumaraWillem-Jan Van Den HeuvelDamian A. Tamburri,2021,10.1007/978-3-030-87568-8_3,http://link.springer.com/chapter/10.1007/978-3-030-87568-8_3
QoS-Aware Orchestration of Network Intensive Software Utilities within Software Defined Data Centres,Uroš PaščinskiJernej TrnkoczyVlado StankovskiMatej CigaleSandi Gec,2018,10.1007/s10723-017-9415-1,http://link.springer.com/article/10.1007/s10723-017-9415-1
Quality assurance strategies for machine learning applications in big data analytics: an overview,Mihajlo OgrizovićDražen DraškovićDragan Bojić,2024,10.1186/s40537-024-01028-y,http://link.springer.com/article/10.1186/s40537-024-01028-y
Quality of Information and Communications Technology,Antonia BertolinoJoão Pascoal FariaPatricia LagoLaura Semini,2024,10.1007/978-3-031-70245-7,http://link.springer.com/book/10.1007/978-3-031-70245-7
Quality of Information and Communications Technology,Prof. Ana C. R. PaivaAna Rosa CavalliPaula Ventura MartinsRicardo Pérez-Castillo,2021,10.1007/978-3-030-85347-1,http://link.springer.com/book/10.1007/978-3-030-85347-1
Quality of Information and Communications Technology,Antonio VallecilloJoost VisserRicardo Pérez-Castillo,2022,10.1007/978-3-031-14179-9,http://link.springer.com/book/10.1007/978-3-031-14179-9
Quality of Information and Communications Technology,José Maria FernandesGuilherme H. TravassosValentina LenarduzziXiaozhou Li,2023,10.1007/978-3-031-43703-8,http://link.springer.com/book/10.1007/978-3-031-43703-8
Quantitative Evaluation of Systems,Alessandro AbateAssoc. Prof. Andrea Marin,2021,10.1007/978-3-030-85172-9,http://link.springer.com/book/10.1007/978-3-030-85172-9
Quantum Computing: A New Software Engineering Golden Age,"Piattini, Mario and Peterssen, Guido and P\'{e}rez-Castillo, Ricardo",2020,10.1145/3402127.3402131,https://doi.org/10.1145/3402127.3402131
Quantum Software,Iaakov ExmanRicardo Pérez-CastilloMario PiattiniMichael Felderer,2024,10.1007/978-3-031-64136-7,http://link.springer.com/book/10.1007/978-3-031-64136-7
Quantum Software Development Lifecycle,Benjamin WederJohanna BarzenFrank LeymannDaniel Vietz,2022,10.1007/978-3-031-05324-5_4,http://link.springer.com/chapter/10.1007/978-3-031-05324-5_4
Quantum Software Engineering,Manuel A. SerranoRicardo Pérez-CastilloMario Piattini,2022,10.1007/978-3-031-05324-5,http://link.springer.com/book/10.1007/978-3-031-05324-5
Quantum software engineering and quantum software development lifecycle: a survey,Kanishk DwivediMajid HaghparastTommi Mikkonen,2024,10.1007/s10586-024-04362-1,http://link.springer.com/article/10.1007/s10586-024-04362-1
Quo Vadis modeling?,Judith MichaelDominik BorkManuel WimmerHeinrich C. Mayr,2024,10.1007/s10270-023-01128-y,http://link.springer.com/article/10.1007/s10270-023-01128-y
RADON: rational decomposition and orchestration for serverless computing,G. CasaleM. ArtačW.-J. van den HeuvelA. van HoornP. JakovitsF. LeymannM. LongV. PapanikolaouD. PresenzaA. RussoS. N. SriramaD. A. TamburriM. WursterL. Zhu,2020,10.1007/s00450-019-00413-w,http://link.springer.com/article/10.1007/s00450-019-00413-w
RAPIDO '23: Proceedings of the DroneSE and RAPIDO: System Engineering for constrained embedded systems,,2023,,
Rapid adjustment and adoption to MIaaS clouds,"Viswanathan, Balaji and Verma, Akshat and Krishnamurthy, Bharat and Jayachandran, Praveen and Bhattacharya, Kamal and Ananthanarayanan, Rema",2012,10.1145/2405146.2405149,https://doi.org/10.1145/2405146.2405149
"Rapid, evolutionary, reliable, scalable system and software development: the resilient agile process","Rosenberg, Doug and Boehm, Barry and Wang, Bo and Qi, Kan",2017,10.1145/3084100.3084107,https://doi.org/10.1145/3084100.3084107
Recognizing lines of code violating company-specific coding guidelines using machine learning,Miroslaw OchodekRegina HebigWilhelm MedingGert FrostMiroslaw Staron,2020,10.1007/s10664-019-09769-8,http://link.springer.com/article/10.1007/s10664-019-09769-8
Reconstruction of an Execution Architecture View by Identifying Mapping Rules for Connectors,Hwi Ahn and Sungwon Kang and Seonah Lee,2024,https://doi.org/10.1016/j.jss.2024.112268,https://www.sciencedirect.com/science/article/pii/S0164121224003121
Reference Architectures for Automotive Software,Thomas BauerDonald BarkowskiAdam BachorekAndreas Morgenstern,2023,10.1007/978-3-031-16957-1_5,http://link.springer.com/chapter/10.1007/978-3-031-16957-1_5
Reference Architectures for Critical Domains,Elisa Yumi NakagawaPablo Oliveira Antonino,2023,10.1007/978-3-031-16957-1,http://link.springer.com/book/10.1007/978-3-031-16957-1
Reference architecture for digital twin-based predictive maintenance systems,Raymon {van Dinter} and Bedir Tekinerdogan and Cagatay Catal,2023,https://doi.org/10.1016/j.cie.2023.109099,https://www.sciencedirect.com/science/article/pii/S0360835223001237
Reinforcement Learning-Supported AB Testing of Business Process Improvements: An Industry Perspective,Aaron Friedrich KurzTimotheus KampikLuise PufahlIngo Weber,2023,10.1007/978-3-031-34241-7_2,http://link.springer.com/chapter/10.1007/978-3-031-34241-7_2
Reliability in software engineering qualitative research through Inter-Coder Agreement,Ángel González-Prieto and Jorge Perez and Jessica Diaz and Daniel López-Fernández,2023,https://doi.org/10.1016/j.jss.2023.111707,https://www.sciencedirect.com/science/article/pii/S0164121223001024
Report on the State of the SoSyM Journal end of 2022,Stéphanie ChallitaBenoit CombemaleHuseyin ErginJeff GrayBernhard RumpeMartin Schindler,2023,10.1007/s10270-023-01085-6,http://link.springer.com/article/10.1007/s10270-023-01085-6
Reprint of “Towards a security-enhanced PaaS platform for multi-cloud applications”,Kyriakos Kritikos and Tom Kirkham and Bartosz Kryza and Philippe Massonet,2018,https://doi.org/10.1016/j.future.2016.11.014,https://www.sciencedirect.com/science/article/pii/S0167739X16306343
Requirements Engineering: Foundation for Software Quality,Daniel MendezAna Moreira,2024,10.1007/978-3-031-57327-9,http://link.springer.com/book/10.1007/978-3-031-57327-9
Requirements Engineering: Foundation for Software Quality,Vincenzo GervasiAndreas Vogelsang,2022,10.1007/978-3-030-98464-9,http://link.springer.com/book/10.1007/978-3-030-98464-9
Requirements Engineering: Foundation for Software Quality,Alessio FerrariBirgit Penzenstadler,2023,10.1007/978-3-031-29786-1,http://link.springer.com/book/10.1007/978-3-031-29786-1
Requirements in the software lifecycle,Bertrand Meyer,2022,10.1007/978-3-031-06739-6_12,http://link.springer.com/chapter/10.1007/978-3-031-06739-6_12
Research Challenges in Information Science,Renata GuizzardiDr. Jolita RalytéProf. Dr. Xavier Franch,2022,10.1007/978-3-031-05760-1,http://link.springer.com/book/10.1007/978-3-031-05760-1
Research Challenges in Information Science: Information Science and the Connected World,Selmin NurcanAndreas L. OpdahlHaralambos MouratidisAggeliki Tsohou,2023,10.1007/978-3-031-33080-3,http://link.springer.com/book/10.1007/978-3-031-33080-3
Research and Innovation Forum 2021,Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi,2021,10.1007/978-3-030-84311-3,http://link.springer.com/book/10.1007/978-3-030-84311-3
Research and Innovation Forum 2022,Anna VisviziOrlando TroisiMara Grimaldi,2023,10.1007/978-3-031-19560-0,http://link.springer.com/book/10.1007/978-3-031-19560-0
Research and Innovation Forum 2023,Anna VisviziOrlando TroisiVincenzo Corvello,2024,10.1007/978-3-031-44721-1,http://link.springer.com/book/10.1007/978-3-031-44721-1
Reuse and Software Quality,Achilleas AchilleosLidia FuentesGeorge Angelos Papadopoulos,2024,10.1007/978-3-031-66459-5,http://link.springer.com/book/10.1007/978-3-031-66459-5
Risk-driven framework for decision support in cloud service selection,"Gupta, Smrati and Muntes-Mulero, Victor and Matthews, Peter and Dominiak, Jacek and Omerovic, Aida and Aranda, Jordi and Seycek, Stepan",2015,10.1109/CCGrid.2015.111,https://doi.org/10.1109/CCGrid.2015.111
Risks and Security of Internet and Systems,Bo LuoMohamed MosbahFrédéric CuppensLotfi Ben OthmaneNora CuppensSlim Kallel,2022,10.1007/978-3-031-02067-4,http://link.springer.com/book/10.1007/978-3-031-02067-4
Robot Operating System (ROS),Dr. Anis Koubaa,2021,10.1007/978-3-030-75472-3,http://link.springer.com/book/10.1007/978-3-030-75472-3
Role of Machine Learning in ETL Automation,"Mondal, Kartick Chandra and Biswas, Neepa and Saha, Swati",2020,10.1145/3369740.3372778,https://doi.org/10.1145/3369740.3372778
Run-time evaluation of architectures: A case study of diversification in IoT,Dalia Sobhy and Leandro Minku and Rami Bahsoon and Tao Chen and Rick Kazman,2020,https://doi.org/10.1016/j.jss.2019.110428,https://www.sciencedirect.com/science/article/pii/S016412121930202X
SAC '23: Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,,2023,,
SAC '24: Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,,2024,,
SATrends '24: Proceedings of the 1st International Workshop on New Trends in Software Architecture,,2024,,
SBES '22: Proceedings of the XXXVI Brazilian Symposium on Software Engineering,,2022,,
SBES '23: Proceedings of the XXXVII Brazilian Symposium on Software Engineering,,2023,,
SBQS '22: Proceedings of the XXI Brazilian Symposium on Software Quality,,2022,,
SBQS '23: Proceedings of the XXII Brazilian Symposium on Software Quality,,2023,,
SBSI '24: Proceedings of the 20th Brazilian Symposium on Information Systems,,2024,,
"SC '22: Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis",,2022,,
"SC '23: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,2023,,
"SC-W '23: Proceedings of the SC '23 Workshops of The International Conference on High Performance Computing, Network, Storage, and Analysis",,2023,,
SDN/NFV architectures for edge-cloud oriented IoT: A systematic review,Partha Pratim Ray and Neeraj Kumar,2021,https://doi.org/10.1016/j.comcom.2021.01.018,https://www.sciencedirect.com/science/article/pii/S0140366421000396
SERP4IoT '24: Proceedings of the ACM/IEEE 6th International Workshop on Software Engineering Research &amp; Practices for the Internet of Things,,2024,,
SERP4IoT'21 Workshop Report,"Gu\'{e}h\'{e}neuc, Yann-Ga\""{e}l and Humayoun, Shah Rukh and Morales, Rodrigo and Saborido, Rub\'{e}n",2021,10.1145/3485952.3485959,https://doi.org/10.1145/3485952.3485959
SESoS '22: Proceedings of the 10th IEEE/ACM International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems,,2022,,
SLE '24: Proceedings of the 17th ACM SIGPLAN International Conference on Software Language Engineering,,2024,,
SLE 2016: Proceedings of the 2016 ACM SIGPLAN International Conference on Software Language Engineering,,2016,,
SMADA-Fog: Semantic model driven approach to deployment and adaptivity in fog computing,Nenad Petrovic and Milorad Tosic,2020,https://doi.org/10.1016/j.simpat.2019.102033,https://www.sciencedirect.com/science/article/pii/S1569190X19301649
SMT-Based Planning Synthesis for Distributed System Reconfigurations,Simon RobillardHélène Coullon,2022,10.1007/978-3-030-99429-7_15,http://link.springer.com/chapter/10.1007/978-3-030-99429-7_15
SODALITE@RT: Orchestrating Applications on Cloud-Edge Infrastructures,Indika KumaraPaul MundtKamil TokmakovDragan RadolovićAlexander MaslennikovRomán Sosa GonzálezJorge Fernández FabeiroGiovanni QuattrocchiKalman MethElisabetta Di NittoDamian A. TamburriWillem-Jan Van Den HeuvelGeorgios Meditskos,2021,10.1007/s10723-021-09572-0,http://link.springer.com/article/10.1007/s10723-021-09572-0
SOSP '23: Proceedings of the 29th Symposium on Operating Systems Principles,,2023,,
SPACE4Cloud: a DevOps environment for multi-cloud applications,"Guerriero, Michele and Ciavotta, Michele and Gibilisco, Giovanni Paolo and Ardagna, Danilo",2015,10.1145/2804371.2804378,https://doi.org/10.1145/2804371.2804378
Safe Software and Secure Software,Frank J. Furrer,2022,10.1007/978-3-658-37182-1_5,http://link.springer.com/chapter/10.1007/978-3-658-37182-1_5
Safety and Security of Cyber-Physical Systems,Dr. Frank J. Furrer,2022,10.1007/978-3-658-37182-1,http://link.springer.com/book/10.1007/978-3-658-37182-1
Scaling Customer Success,Chitra MadhwacharyulaShreesha Ramdas,2023,10.1007/978-1-4842-9192-4,http://link.springer.com/book/10.1007/978-1-4842-9192-4
Scenarios in the loop: integrated requirements analysis and automotive system validation,"Wiecher, Carsten and Japs, Sergej and Kaiser, Lydia and Greenyer, Joel and Dumitrescu, Roman and Wolff, Carsten",2020,10.1145/3417990.3421264,https://doi.org/10.1145/3417990.3421264
Search-Based Software Engineering,Prof. Una-May O'ReillyPh.D. Xavier Devroey,2021,10.1007/978-3-030-88106-1,http://link.springer.com/book/10.1007/978-3-030-88106-1
Search-Based Software Engineering,Paolo ArcainiTao YueErik M. Fredericks,2024,10.1007/978-3-031-48796-5,http://link.springer.com/book/10.1007/978-3-031-48796-5
Secure software development and testing: A model-based methodology,Valentina Casola and Alessandra {De Benedictis} and Carlo Mazzocca and Vittorio Orbinato,2024,https://doi.org/10.1016/j.cose.2023.103639,https://www.sciencedirect.com/science/article/pii/S0167404823005497
Secure software development in the era of fluid multi-party open software and services,"Pashchenko, Ivan and Scandariato, Riccardo and Sabetta, Antonino and Massacci, Fabio",2021,10.1109/ICSE-NIER52604.2021.00027,https://doi.org/10.1109/ICSE-NIER52604.2021.00027
Security Compliance in Model-Driven Software Development,Sven Peldszus,2024,10.1007/978-3-031-44412-8_4,http://link.springer.com/chapter/10.1007/978-3-031-44412-8_4
Security Compliance in Model-driven Development of Software Systems in Presence of Long-Term Evolution and Variants,Sven Matthias Peldszus,2022,10.1007/978-3-658-37665-9,http://link.springer.com/book/10.1007/978-3-658-37665-9
Security Enforcement for Multi-Cloud Platforms – The Case of PaaSage,Kyriakos Kritikos and Tom Kirkham and Bartosz Kryza and Philippe Massonet,2015,https://doi.org/10.1016/j.procs.2015.09.227,https://www.sciencedirect.com/science/article/pii/S1877050915030720
Security Requirements Formalization with RQCODE,Andrey SadovykhNan MesseIldar NigmatullinSophie EbersoldMaria NaumchevaJean-Michel Bruel,2024,10.1007/978-3-031-42212-6_3,http://link.springer.com/chapter/10.1007/978-3-031-42212-6_3
Security controls in infrastructure as code,Sadiq Almuairfi and Mamdouh Alenezi,2020,https://doi.org/10.1016/S1361-3723(20)30109-3,https://www.sciencedirect.com/science/article/pii/S1361372320301093
Security-Based Adaptation of Multi-cloud Applications,Kyriakos KritikosPhilippe Massonet,2016,10.1007/978-3-319-29883-2_4,http://link.springer.com/chapter/10.1007/978-3-319-29883-2_4
Selected Perspectives on Platforms in E-Commerce Ecosystems,Tobias Wulfert,2024,10.1007/978-3-658-45198-1,http://link.springer.com/book/10.1007/978-3-658-45198-1
Self-awareness of Cloud Applications,Alex IosupXiaoyun ZhuArif MerchantEva KalyvianakiMartina MaggioSimon SpinnerTarek AbdelzaherOle MengshoelSara Bouchenak,2017,10.1007/978-3-319-47474-8_20,http://link.springer.com/chapter/10.1007/978-3-319-47474-8_20
Self-healing Multi-Cloud Application Modelling,"Rios, Erkuden and Iturbe, Eider and Palacios, Maria Carmen",2017,10.1145/3098954.3104059,https://doi.org/10.1145/3098954.3104059
Serverless Software Engineering – and How to Get There.,Stephen McAleeseJordan Conway McLaughlinFilip DetynaAndrey MurashevMurat YilmazPaul M. Clarke,2022,10.1007/978-3-031-15559-8_6,http://link.springer.com/chapter/10.1007/978-3-031-15559-8_6
Service Design for Emerging Technologies Product Development,Umar Zakir Abdul HamidMari Suoheimo,2023,10.1007/978-3-031-29306-1,http://link.springer.com/book/10.1007/978-3-031-29306-1
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future",Theodor BorangiuDamien TrentesauxPaulo LeitãoLamia BerrahJose-Fernando Jimenez,2024,10.1007/978-3-031-53445-4,http://link.springer.com/book/10.1007/978-3-031-53445-4
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future",Theodor BorangiuDamien TrentesauxPaulo Leitão,2023,10.1007/978-3-031-24291-5,http://link.springer.com/book/10.1007/978-3-031-24291-5
Service-Oriented Computing,Johanna Barzen,2021,10.1007/978-3-030-87568-8,http://link.springer.com/book/10.1007/978-3-030-87568-8
Service-Oriented Computing,Javier TroyaBrahim MedjahedMario PiattiniLina YaoPablo FernándezAntonio Ruiz-Cortés,2022,10.1007/978-3-031-20984-0,http://link.springer.com/book/10.1007/978-3-031-20984-0
Service-Oriented Computing,Hakim HacidOdej KaoMassimo MecellaDr. Naouel MohaHye-young Paik,2021,10.1007/978-3-030-91431-8,http://link.springer.com/book/10.1007/978-3-030-91431-8
Service-Oriented Computing,Flavia MontiStefanie Rinderle-MaAntonio Ruiz CortésZibin ZhengMassimo Mecella,2023,10.1007/978-3-031-48421-6,http://link.springer.com/book/10.1007/978-3-031-48421-6
Service-Oriented Computing,Flavia MontiStefanie Rinderle-MaAntonio Ruiz CortésZibin ZhengMassimo Mecella,2023,10.1007/978-3-031-48424-7,http://link.springer.com/book/10.1007/978-3-031-48424-7
Service-Oriented Computing  – ICSOC 2020 Workshops,Hakim HacidFatma OutayHye-young PaikAmira AlloumMarinella PetrocchiMohamed Reda BouadjenekDr. Amin BeheshtiXumin LiuAbderrahmane Maaradji,2021,10.1007/978-3-030-76352-7,http://link.springer.com/book/10.1007/978-3-030-76352-7
Service-Oriented Computing – ICSOC 2021 Workshops,Hakim HacidMonther AldwairiMohamed Reda BouadjenekMarinella PetrocchiNoura FaciFatma OutayAmin BeheshtiLauritz ThamsenHai Dong,2022,10.1007/978-3-031-14135-5,http://link.springer.com/book/10.1007/978-3-031-14135-5
Service-Oriented Computing – ICSOC 2022 Workshops,Javier TroyaRaffaela MirandolaElena NavarroAndrea DelgadoSergio SeguraGuadalupe OrtizCesare PautassoChristian ZirpinsPablo FernándezAntonio Ruiz-Cortés,2023,10.1007/978-3-031-26507-5,http://link.springer.com/book/10.1007/978-3-031-26507-5
Service-Oriented Computing – ICSOC 2023 Workshops,Flavia MontiPierluigi PlebaniNaouel MohaHye-young PaikJohanna BarzenGowri RamachandranDevis BianchiniDamian A. TamburriMassimo Mecella,2024,10.1007/978-981-97-0989-2,http://link.springer.com/book/10.1007/978-981-97-0989-2
Service-Oriented and Cloud Computing,George A. PapadopoulosFlorian RademacherJacopo Soldani,2023,10.1007/978-3-031-46235-1,http://link.springer.com/book/10.1007/978-3-031-46235-1
Service-Oriented and Cloud Computing,Dr. Fabrizio MontesiGeorge Angelos PapadopoulosWolf Zimmermann,2022,10.1007/978-3-031-04718-3,http://link.springer.com/book/10.1007/978-3-031-04718-3
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,Mahsa Panahandeh and Abdelwahab Hamou-Lhadj and Mohammad Hamdaqa and James Miller,2024,https://doi.org/10.1016/j.jss.2023.111917,https://www.sciencedirect.com/science/article/pii/S0164121223003126
Serviceorientierte Architektur,Hansruedi Tremp,2024,10.1007/978-3-658-45192-9_2,http://link.springer.com/chapter/10.1007/978-3-658-45192-9_2
Serviceorientierte Architektur (SOA),Hansruedi Tremp,2021,10.1007/978-3-658-33179-5_2,http://link.springer.com/chapter/10.1007/978-3-658-33179-5_2
Session details: Third International Workshop on Quality-aware DevOps (QUDOS'17),"Ardagna, Danilo and Casale, Giuliano and van Hoorn, Andre and Willnecker, Felix and Di Nitto, Elisabetta and Leitner, Philipp",2017,10.1145/3254604,https://doi.org/10.1145/3254604
Should I Stay or Should I Go? On Forces that Drive and Prevent MBSE Adoption in the Embedded Systems Industry,Andreas VogelsangTiago AmorimFlorian PudlitzPeter GersingJan Philipps,2017,10.1007/978-3-319-69926-4_14,http://link.springer.com/chapter/10.1007/978-3-319-69926-4_14
"Signal and Information Processing, Networking and Computers",Yue WangYuyang LiuJiaqi ZouMengyao Huo,2023,10.1007/978-981-19-9968-0,http://link.springer.com/book/10.1007/978-981-19-9968-0
Situation analytics — at the dawn of a new software engineering paradigm,Carl K. Chang,2018,10.1007/s11432-017-9372-7,http://link.springer.com/article/10.1007/s11432-017-9372-7
SleepReplacer: a novel tool-based approach for replacing thread sleeps in selenium WebDriver test code,Dario OlianasMaurizio LeottaFilippo Ricca,2022,10.1007/s11219-022-09596-z,http://link.springer.com/article/10.1007/s11219-022-09596-z
"Smart Cities/Smart Regions – Technische, wirtschaftliche und gesellschaftliche Innovationen",Prof. Dr. Jorge Marx GómezAndreas SolsbachDr. Thomas KlenkeProf. Dr. Volker Wohlgemuth,2019,10.1007/978-3-658-25210-6,http://link.springer.com/book/10.1007/978-3-658-25210-6
Smart Computing and Communication,Meikang QiuZhihui LuCheng Zhang,2023,10.1007/978-3-031-28124-2,http://link.springer.com/book/10.1007/978-3-031-28124-2
Smart Manufacturing,Jim Davis,2024,https://doi.org/10.1016/B978-0-323-90386-8.00148-0,https://www.sciencedirect.com/science/article/pii/B9780323903868001480
Smart Manufacturing,Jim Davis,2017,https://doi.org/10.1016/B978-0-12-409548-9.10212-X,https://www.sciencedirect.com/science/article/pii/B978012409548910212X
Smart Trends in Computing and Communications,Tomonobu SenjyuChakchai So–InAmit Joshi,2023,10.1007/978-981-99-0769-4,http://link.springer.com/book/10.1007/978-981-99-0769-4
Smart and Sustainable Collaborative Networks 4.0,Prof. Dr. Luis M. Camarinha-MatosProf. Dr. Xavier BoucherProf. Dr. Hamideh Afsarmanesh,2021,10.1007/978-3-030-85969-5,http://link.springer.com/book/10.1007/978-3-030-85969-5
SmartDelta project: Automated quality assurance and optimization across product versions and variants,Mehrdad Saadatmand and Muhammad Abbas and Eduard Paul Enoiu and Bernd-Holger Schlingloff and Wasif Afzal and Benedikt Dornauer and Michael Felderer,2023,https://doi.org/10.1016/j.micpro.2023.104967,https://www.sciencedirect.com/science/article/pii/S0141933123002119
SoICT '22: Proceedings of the 11th International Symposium on Information and Communication Technology,,2022,,
Soft Computing: Theories and Applications,Rajesh KumarAjit Kumar VermaOm Prakash VermaTanu Wadehra,2024,10.1007/978-981-97-2031-6,http://link.springer.com/book/10.1007/978-981-97-2031-6
Software Architecture,Matthias GalsterPatrizia ScandurraTommi MikkonenPablo Oliveira AntoninoElisa Yumi NakagawaElena Navarro,2024,10.1007/978-3-031-70797-1,http://link.springer.com/book/10.1007/978-3-031-70797-1
Software Architecture,Henry MucciniParis AvgeriouDr. Barbora BuhnovaJavier CamaraMauro CaporuscioMirco FranzagoAnne KoziolekDr. Patrizia ScandurraCatia TrubianiDanny WeynsUwe Zdun,2020,10.1007/978-3-030-59155-7,http://link.springer.com/book/10.1007/978-3-030-59155-7
Software Architecture,Patrizio PelliccioneRick KazmanIngo WeberAnna Liu,2023,10.1007/978-3-031-36847-9,http://link.springer.com/book/10.1007/978-3-031-36847-9
Software Architecture,Prof. Patrizia ScandurraMatthias GalsterProf. Raffaela MirandolaProf. Dr. Danny Weyns,2022,10.1007/978-3-031-15116-3,http://link.springer.com/book/10.1007/978-3-031-15116-3
Software Architecture,Bedir TekinerdoganCatia TrubianiChouki TibermacinePatrizia ScandurraCarlos E. Cuesta,2023,10.1007/978-3-031-42592-9,http://link.springer.com/book/10.1007/978-3-031-42592-9
Software Architecture,Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns,2021,10.1007/978-3-030-86044-8,http://link.springer.com/book/10.1007/978-3-030-86044-8
Software Architecture,Ilias GerostathopoulosGrace LewisThais BatistaTomáš Bureš,2022,10.1007/978-3-031-16697-6,http://link.springer.com/book/10.1007/978-3-031-16697-6
Software Architecture. ECSA 2022 Tracks and Workshops,Thais BatistaTomáš BurešClaudia RaibuletHenry Muccini,2023,10.1007/978-3-031-36889-9,http://link.springer.com/book/10.1007/978-3-031-36889-9
"Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium",Bedir TekinerdoğanRomina SpalazzeseHasan SözerSilvia BonfantiDanny Weyns,2024,10.1007/978-3-031-66326-0,http://link.springer.com/book/10.1007/978-3-031-66326-0
Software Architecture. ECSA 2024 Tracks and Workshops,Apostolos AmpatzoglouJennifer PérezBarbora BuhnovaValentina LenarduzziColin C. VentersUwe ZdunKhalil DriraLuciana RebeloDaniele Di PompeoMichele TucciElisa Yumi NakagawaElena Navarro,2024,10.1007/978-3-031-71246-3,http://link.springer.com/book/10.1007/978-3-031-71246-3
"Software Architecture: Past, Present, Future",Wilhelm Hasselbring,2018,10.1007/978-3-319-73897-0_10,http://link.springer.com/chapter/10.1007/978-3-319-73897-0_10
