title,author,year,doi,url,Inclusion/Exclusion criteria
Software Architecture,Henry MucciniParis AvgeriouDr. Barbora BuhnovaJavier CamaraMauro CaporuscioMirco FranzagoAnne KoziolekDr. Patrizia ScandurraCatia TrubianiDanny WeynsUwe Zdun,2020,10.1007/978-3-030-59155-7,http://link.springer.com/book/10.1007/978-3-030-59155-7,EC5
Software Architecture,Patrizio PelliccioneRick KazmanIngo WeberAnna Liu,2023,10.1007/978-3-031-36847-9,http://link.springer.com/book/10.1007/978-3-031-36847-9,EC5
Software Architecture,Prof. Patrizia ScandurraMatthias GalsterProf. Raffaela MirandolaProf. Dr. Danny Weyns,2022,10.1007/978-3-031-15116-3,http://link.springer.com/book/10.1007/978-3-031-15116-3,EC5
Software Architecture,Bedir TekinerdoganCatia TrubianiChouki TibermacinePatrizia ScandurraCarlos E. Cuesta,2023,10.1007/978-3-031-42592-9,http://link.springer.com/book/10.1007/978-3-031-42592-9,EC5
Software Architecture,Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns,2021,10.1007/978-3-030-86044-8,http://link.springer.com/book/10.1007/978-3-030-86044-8,EC5
Software Architecture,Ilias GerostathopoulosGrace LewisThais BatistaTomáš Bureš,2022,10.1007/978-3-031-16697-6,http://link.springer.com/book/10.1007/978-3-031-16697-6,EC5
Software Architecture. ECSA 2022 Tracks and Workshops,Thais BatistaTomáš BurešClaudia RaibuletHenry Muccini,2023,10.1007/978-3-031-36889-9,http://link.springer.com/book/10.1007/978-3-031-36889-9,EC5
"Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium",Bedir TekinerdoğanRomina SpalazzeseHasan SözerSilvia BonfantiDanny Weyns,2024,10.1007/978-3-031-66326-0,http://link.springer.com/book/10.1007/978-3-031-66326-0,EC5
Software Architecture. ECSA 2024 Tracks and Workshops,Apostolos AmpatzoglouJennifer PérezBarbora BuhnovaValentina LenarduzziColin C. VentersUwe ZdunKhalil DriraLuciana RebeloDaniele Di PompeoMichele TucciElisa Yumi NakagawaElena Navarro,2024,10.1007/978-3-031-71246-3,http://link.springer.com/book/10.1007/978-3-031-71246-3,EC5
"Software Architecture: Past, Present, Future",Wilhelm Hasselbring,2018,10.1007/978-3-319-73897-0_10,http://link.springer.com/chapter/10.1007/978-3-319-73897-0_10,EC1
Software Business,Sami HyrynsalmiJürgen MünchKari SmolanderJorge Melegati,2024,10.1007/978-3-031-53227-6,http://link.springer.com/book/10.1007/978-3-031-53227-6,EC5
Software Business,Noel CarrollAnh Nguyen-DucXiaofeng WangViktoria Stray,2022,10.1007/978-3-031-20706-8,http://link.springer.com/book/10.1007/978-3-031-20706-8,EC5
Software Business,Xiaofeng WangAntonio MartiniDr. Anh Nguyen-DucDr. Viktoria Stray,2021,10.1007/978-3-030-91983-2,http://link.springer.com/book/10.1007/978-3-030-91983-2,EC5
Software Development in the Post-PC Era: Towards Software Development as a Service,Sami AlajramiAlexander RomanovskyBarbara Gallina,2016,10.1007/978-3-319-49094-6_53,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_53,EC1
Software Due Diligence,Dipl.-Ing. Christian Demant,2018,10.1007/978-3-662-53062-7,http://link.springer.com/book/10.1007/978-3-662-53062-7,EC1
Software Ecosystems,Tom MensCoen De RooverAnthony Cleve,2023,10.1007/978-3-031-36060-2,http://link.springer.com/book/10.1007/978-3-031-36060-2,EC1
Software Engineering Methods in Systems and Network Systems,Radek SilhavyPetr Silhavy,2024,10.1007/978-3-031-54813-0,http://link.springer.com/book/10.1007/978-3-031-54813-0,EC1
Software Engineering Perspectives in Systems,Prof. Radek Silhavy,2022,10.1007/978-3-031-09070-7,http://link.springer.com/book/10.1007/978-3-031-09070-7,EC1
Software Engineering and Algorithms,Dr. Radek Silhavy,2021,10.1007/978-3-030-77442-4,http://link.springer.com/book/10.1007/978-3-030-77442-4,EC6
Software Engineering and Formal Methods,Peter Csaba ÖlveczkyGwen Salaün,2019,10.1007/978-3-030-30446-1,http://link.springer.com/book/10.1007/978-3-030-30446-1,EC6
Software Engineering for AI-Based Systems: A Survey,"Mart\'{\i}nez-Fern\'{a}ndez, Silverio and Bogner, Justus and Franch, Xavier and Oriol, Marc and Siebert, Julien and Trendowicz, Adam and Vollmer, Anna Maria and Wagner, Stefan",2022,10.1145/3487043,https://doi.org/10.1145/3487043,EC1
Software Engineering for Games in Serious Contexts,Kendra M. L. CooperAntonio Bucchiarone,2023,10.1007/978-3-031-33338-5,http://link.springer.com/book/10.1007/978-3-031-33338-5,EC1
Software Life Cycle,Tejinder S. Randhawa,2022,10.1007/978-3-030-02391-1_1,http://link.springer.com/chapter/10.1007/978-3-030-02391-1_1,EC1
Software Product Lines,Klaus PohlAndreas Metzger,2018,10.1007/978-3-319-73897-0_11,http://link.springer.com/chapter/10.1007/978-3-319-73897-0_11,EC1
Software Quality as a Foundation for Security,Peter BludauRudolf RamlerDietmar WinklerJohannes Bergsmann,2024,10.1007/978-3-031-56281-5,http://link.springer.com/book/10.1007/978-3-031-56281-5,EC1
Software Specification and Documentation in Continuous Software Development: A Focus Group Report,"Van Heesch, U. and Theunissen, T. and Zimmermann, O. and Zdun, U.",2017,10.1145/3147704.3147742,https://doi.org/10.1145/3147704.3147742,EC1
Software Sustainability,Prof. Coral CaleroDr. Mª Ángeles MoragaProf. Mario Piattini,2021,10.1007/978-3-030-69970-3,http://link.springer.com/book/10.1007/978-3-030-69970-3,EC1
Software Technologies,Hans-Georg FillFrancisco José Domínguez MayoMarten van SinderenLeszek A. Maciaszek,2024,10.1007/978-3-031-61753-9,http://link.springer.com/book/10.1007/978-3-031-61753-9,EC5
Software Technologies,Prof. Dr. Hans-Georg FillDr. Marten van SinderenProf. Leszek A. Maciaszek,2022,10.1007/978-3-031-11513-4,http://link.springer.com/book/10.1007/978-3-031-11513-4,EC5
Software Technologies,Dr. Marten van SinderenLeszek A. MaciaszekProf. Dr. Hans-Georg Fill,2021,10.1007/978-3-030-83007-6,http://link.springer.com/book/10.1007/978-3-030-83007-6,EC5
Software Testing in the DevOps Context: A Systematic Mapping Study,B. PandoA. Dávila,2022,10.1134/S0361768822080175,http://link.springer.com/article/10.1134/S0361768822080175,EC1
Software architecture for quantum computing systems — A systematic review,Arif Ali Khan and Aakash Ahmad and Muhammad Waseem and Peng Liang and Mahdi Fahmideh and Tommi Mikkonen and Pekka Abrahamsson,2023,https://doi.org/10.1016/j.jss.2023.111682,https://www.sciencedirect.com/science/article/pii/S0164121223000778,EC1
Software evolutionary architecture: Automated planning for functional changes,Nacha Chondamrongkul and Jing Sun,2023,https://doi.org/10.1016/j.scico.2023.102978,https://www.sciencedirect.com/science/article/pii/S0167642323000606,EC1
Software process,"Fuggetta, Alfonso and Di Nitto, Elisabetta",2014,10.1145/2593882.2593883,https://doi.org/10.1145/2593882.2593883,EC5
Software techniques for engineering cyber-physical systems,"Kontogiannis, Kostas and Amyot, Daniel and Mylopoulos, John",2021,,,EC1
Software-Defined Network for End-to-end Networked Science at the Exascale,Inder Monga and Chin Guok and John MacAuley and Alex Sim and Harvey Newman and Justas Balcas and Phil DeMar and Linda Winkler and Tom Lehman and Xi Yang,2020,https://doi.org/10.1016/j.future.2020.04.018,https://www.sciencedirect.com/science/article/pii/S0167739X19305618,EC1
Softwaretests mit Python,Johannes Hubertz,2016,10.1007/978-3-662-48603-0,http://link.springer.com/book/10.1007/978-3-662-48603-0,EC8
South-East Asia Eye Health,Dr. Taraprasad DasDr. Patanjali Dev Nayar,2021,10.1007/978-981-16-3787-2,http://link.springer.com/book/10.1007/978-981-16-3787-2,EC1
Special Issue on New Paradigms of Software Production and Deployment,Alfredo CapozuccaJean-Michel BruelManuel MazzaraBertrand Meyer,2022,10.1007/s42979-022-01029-9,http://link.springer.com/article/10.1007/s42979-022-01029-9,EC1
Special issue on architecting for hyper connectivity and hyper virtualization,Bedir Tekinerdogan and Uwe Zdun and M. Ali Babar,2019,https://doi.org/10.1016/j.jss.2018.12.020,https://www.sciencedirect.com/science/article/pii/S0164121218302802,EC1
Special issue on quality management for information systems,Mario PiattiniIgnacio García-Rodríguez de GuzmánRicardo Pérez-Castillo,2020,10.1007/s11219-020-09516-z,http://link.springer.com/article/10.1007/s11219-020-09516-z,EC1
Specification of cloud topologies and orchestration using TOSCA: a survey,Julian BellendorfZoltán Ádám Mann,2020,10.1007/s00607-019-00750-3,http://link.springer.com/article/10.1007/s00607-019-00750-3,EC1
Specifying Web Interfaces for Command-Line Applications Based on OpenAPI,Dennis WoltersJonas KirchhoffGregor Engels,2020,10.1007/978-3-030-45989-5_3,http://link.springer.com/chapter/10.1007/978-3-030-45989-5_3,EC6
Springer Handbook of Automation,Shimon Y. Nof,2023,10.1007/978-3-030-96729-1,http://link.springer.com/book/10.1007/978-3-030-96729-1,EC6
Springer Handbook of Internet of Things,Sébastien ZieglerRenáta RadóczAdrian Quesada RodriguezSara Nieves Matheu Garcia,2024,10.1007/978-3-031-39650-2,http://link.springer.com/book/10.1007/978-3-031-39650-2,EC6
Model-Based DevOps: Foundations and Challenges,"Combemale, Benoit and Jézéquel, Jean-Marc and Perez, Quentin and Vojtisek, Didier and Jansen, Nico and Michael, Judith and Rademacher, Florian and Rumpe, Bernhard and Wortmann, Andreas and Zhang, Jingxi",2023,10.1109/MODELS-C59198.2023.00076,,IC2
Stepwise Adoption of Continuous Delivery in Model-Driven Engineering,Jokin GarciaJordi Cabot,2019,10.1007/978-3-030-06019-0_2,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_2,EC1
Strategic Analysis: Evolution of Information System in Cyber-Physical-Social Space,Hai Zhuge,2020,10.1007/978-981-13-7311-4_8,http://link.springer.com/chapter/10.1007/978-981-13-7311-4_8,EC1
Strategies to manage quality requirements in agile software development: a multiple case study,Pertti KarhapääWoubshet BehutiyePilar RodríguezMarkku OivoDolors CostalXavier FranchSanja AaramaaMichał ChoraśJari PartanenAntonin Abherve,2021,10.1007/s10664-020-09903-x,http://link.springer.com/article/10.1007/s10664-020-09903-x,EC1
Model-based Resource Management for Fine-grained Services,"Gias, Alim Ul",2023,10.1145/3579342.3579350,https://doi.org/10.1145/3579342.3579350,IC1
Structural Health Monitoring Based on Data Science Techniques,Prof. Alexandre CuryProf. Diogo RibeiroProf. Filippo UbertiniProf. Michael D. Todd,2022,10.1007/978-3-030-81716-9,http://link.springer.com/book/10.1007/978-3-030-81716-9,EC1
Subject Index,,2016,https://doi.org/10.1016/B978-0-12-802301-3.00026-0,https://www.sciencedirect.com/science/article/pii/B9780128023013000260,EC1
Supporting Early Phases of Digital Twin Development with Enterprise Modeling and Capability Management: Requirements from Two Industrial Cases,Kurt SandkuhlJanis Stirna,2020,10.1007/978-3-030-49418-6_19,http://link.springer.com/chapter/10.1007/978-3-030-49418-6_19,EC1
Survey of Automation Practices in Model-Driven Development and Operations,"Ponsard, Christophe and Ramon, Valery",2022,10.1145/3528228.3528405,,EC1
Survey of Predictive Autoscaling and Security of Cloud Resources Using Artificial Neural Networks,Prasanjit SinghPankaj Sharma,2022,10.1007/978-981-19-3182-6_14,http://link.springer.com/chapter/10.1007/978-981-19-3182-6_14,EC1
Survey of automation practices in model-driven development and operations,"Ponsard, Christophe and Ramon, Valery",2022,10.1145/3528228.3528405,https://doi.org/10.1145/3528228.3528405,EC1
Sustainable Communication Networks and Application,Dr. P. KarrupusamyDr. Valentina Emilia BalasDr. Yong Shi,2022,10.1007/978-981-16-6605-6,http://link.springer.com/book/10.1007/978-981-16-6605-6,EC1
"Sustainable Consumption and Production, Volume II",Ranjula Bali SwainSusanne Sweet,2021,10.1007/978-3-030-55285-5,http://link.springer.com/book/10.1007/978-3-030-55285-5,EC1
Synergies Between Artificial Intelligence and Software Engineering: Evolution and Trends,Aurora RamírezJosé Raúl Romero,2022,10.1007/978-3-031-08202-3_2,http://link.springer.com/chapter/10.1007/978-3-031-08202-3_2,EC1
System Dependability and Analytics,Assoc. Prof. Long WangProf. Karthik PattabiramanDr. Catello Di MartinoAssist. Prof. Arjun AthreyaProf. Saurabh Bagchi,2023,10.1007/978-3-031-02063-6,http://link.springer.com/book/10.1007/978-3-031-02063-6,EC1
System Innovations in Inter Data Center Transport Networks,Loukas ParaschisHarald BockParthiban KandappanBernd Sommerkorn-KrombholzJoao PedroAbhinava SadasivaraoSharfuddin SyedJeff RahnPaul DoolanBiao Lu,2020,10.1007/978-3-030-38085-4_38,http://link.springer.com/chapter/10.1007/978-3-030-38085-4_38,EC1
System Lifecycle Management,Prof. Dr. Martin Eigner,2021,10.1007/978-3-658-33874-9,http://link.springer.com/book/10.1007/978-3-658-33874-9,EC1
System and Software Processes in Practice: Insights from Chinese Industry,"Zhou, Peng and Ali Khan, Arif Ali and Liang, Peng and Badshah, Sher",2021,10.1145/3463274.3463786,https://doi.org/10.1145/3463274.3463786,EC1
System innovations in open WDM DCI networks,Loukas ParaschisHarald BockAbhinava Shivakumar SadasivaraoSharfuddin SyedBernd Sommerkorn-KrombholzJeff RahnBiao LuJoao PedroPaul DoolanParthiban Kandappan,2020,10.1007/s11107-020-00888-7,http://link.springer.com/article/10.1007/s11107-020-00888-7,EC1
Systematic literature reviews in software engineering—enhancement of the study selection process using Cohen’s Kappa statistic,Jorge Pérez and Jessica Díaz and Javier Garcia-Martin and Bernardo Tabuenca,2020,https://doi.org/10.1016/j.jss.2020.110657,https://www.sciencedirect.com/science/article/pii/S0164121220301217,EC1
"Systematic review of software engineering uses of multi-criteria decision-making methods: Trends, bibliographic analysis, challenges, recommendations, and future directions",Aws A. Magabaleh and Lana L. Ghraibeh and Afnan Y. Audeh and A.S. Albahri and Muhammet Deveci and Jurgita Antucheviciene,2024,https://doi.org/10.1016/j.asoc.2024.111859,https://www.sciencedirect.com/science/article/pii/S1568494624006331,EC1
Systematizing modeler experience (MX) in model-driven engineering success stories,Reyhaneh KalantariJulian OertelJoeri ExelmansSatrio Adi RukmonoVasco AmaralMatthias TichyKatharina JuhnkeJan-Philipp SteghöferSilvia Abrahão,2024,10.1007/s10270-024-01194-w,http://link.springer.com/article/10.1007/s10270-024-01194-w,EC1
Systems  Engineering and Artificial Intelligence,William F. LawlessRanjeev MittuDonald A. SofgeThomas ShortellThomas A. McDermott,2021,10.1007/978-3-030-77283-3,http://link.springer.com/book/10.1007/978-3-030-77283-3,EC1
Systems Benchmarking,Samuel KounevKlaus-Dieter LangeJóakim von Kistowski,2020,10.1007/978-3-030-41705-5,http://link.springer.com/book/10.1007/978-3-030-41705-5,EC1
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard Messnarz,2023,10.1007/978-3-031-42307-9,http://link.springer.com/book/10.1007/978-3-031-42307-9,EC5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeDr. Richard MessnarzProf. Michael Reiner,2021,10.1007/978-3-030-85521-5,http://link.springer.com/book/10.1007/978-3-030-85521-5,EC5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeRichard MessnarzBruno Wöran,2022,10.1007/978-3-031-15559-8,http://link.springer.com/book/10.1007/978-3-031-15559-8,EC5
"Systems, Software and Services Process Improvement",Xabier LarruceaIzaskun SantamariaProf. Dr. Rory V. O'ConnorRichard Messnarz,2018,10.1007/978-3-319-97925-0,http://link.springer.com/book/10.1007/978-3-319-97925-0,EC5
"Systems, Software and Services Process Improvement",Murat YilmazProf. Dr. Jörg NiemannPaul ClarkeDr. Richard Messnarz,2020,10.1007/978-3-030-56441-4,http://link.springer.com/book/10.1007/978-3-030-56441-4,EC5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard Messnarz,2023,10.1007/978-3-031-42310-9,http://link.springer.com/book/10.1007/978-3-031-42310-9,EC5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard MessnarzChristian GreinerThomas Peisl,2024,10.1007/978-3-031-71139-8,http://link.springer.com/book/10.1007/978-3-031-71139-8,EC5
TEASER: Simulation-based CAN Bus Regression Testing for Self-driving Cars Software,"Birchler, Christian and Rohrbach, Cyrill and Kim, Hyeongkyun and Gambi, Alessio and Liu, Tianhai and Horneber, Jens and Kehrer, Timo and Panichella, Sebastiano",2024,10.1109/ASE56229.2023.00154,https://doi.org/10.1109/ASE56229.2023.00154,EC1
TOSCA-based Intent modelling: goal-modelling for infrastructure-as-code,Damian A. TamburriWillem-Jan Van den HeuvelChris LauwersPaul LiptonDerek PalmaMatt Rutkowski,2019,10.1007/s00450-019-00404-x,http://link.springer.com/article/10.1007/s00450-019-00404-x,EC1
Tackling Industrial Downtimes with Artificial Intelligence in Data-Driven Maintenance,"Hoffmann, Marcel Andr\'{e} and Lasch, Rainer",2023,10.1145/3623378,https://doi.org/10.1145/3623378,EC1
Tackling rapid technology changes by applying enterprise engineering theories,Ondřej Dvořák and Robert Pergl,2022,https://doi.org/10.1016/j.scico.2021.102747,https://www.sciencedirect.com/science/article/pii/S0167642321001404,EC1
TeaStore: A Micro-Service Reference Application for Research Use,Samuel KounevKlaus-Dieter LangeJóakim von Kistowski,2020,10.1007/978-3-030-41705-5_14,http://link.springer.com/chapter/10.1007/978-3-030-41705-5_14,EC1
Teaching modeling to anyone the aristotelian way: anyone can cook a sound model,"Zam, Michel",2022,10.1145/3550356.3556504,https://doi.org/10.1145/3550356.3556504,EC1
Technical Debt Monitoring Decision Making with Skin in the Game,"Fungprasertkul, Suwichak and Bahsoon, Rami and Kazman, Rick",2024,10.1145/3664805,https://doi.org/10.1145/3664805,EC1
Technologiegetriebene Polizeiausbildung im Umgang mit Digitalen Spuren,Wilfried HonekampRoman PovalejHeiko RittelmeierJohannes FähndrichSilvio BernerDirk Labudde,2023,10.1007/978-3-658-35442-8_51,http://link.springer.com/chapter/10.1007/978-3-658-35442-8_51,EC8
Technologiegetriebene Polizeiausbildung im Umgang mit Digitalen Spuren,Wilfried HonekampRoman PovalejHeiko RittelmeierJohannes FähndrichSilvio BernerDirk Labudde,2023,10.1007/978-3-658-35450-3_51-2,http://link.springer.com/referenceworkentry/10.1007/978-3-658-35450-3_51-2,EC8
Technologies and Innovation,Rafael Valencia-GarcíaTamara BorodulinaJavier Del Cioppo-MorstadtCesar Ernesto Moran-CastroNéstor Vera-Lucio,2025,10.1007/978-3-031-75702-0,http://link.springer.com/book/10.1007/978-3-031-75702-0,EC5
Technology Trends—Historical and Future Drivers of Change,Hubert TardieuDavid DalyJosé Esteban-LauzánJohn HallGeorge Miller,2020,10.1007/978-3-030-37955-1_4,http://link.springer.com/chapter/10.1007/978-3-030-37955-1_4,EC1
Technology in Education. Innovative Practices for the New Normal,Simon K. S. CheungFu Lee WangNaraphorn PaoprasertPeerayuth CharnsethikulKam Cheong LiKongkiti Phusavat,2024,10.1007/978-981-99-8255-4,http://link.springer.com/book/10.1007/978-981-99-8255-4,EC1
Telescope Manager for the SKA,Yashwant GuptaVivek MohileJitendra KodilkarRaj UpradeYogesh WadadekarSubhrojyoti Roy Chaudhuri,2023,10.1007/s12036-023-09908-0,http://link.springer.com/article/10.1007/s12036-023-09908-0,EC1
"Terminologische, konzeptionelle und theoretische Grundlagen",Christoph Feichtinger,2023,10.1007/978-3-658-40772-8_2,http://link.springer.com/chapter/10.1007/978-3-658-40772-8_2,EC8
Testing Software and Systems,David ClarkProf. Dr. Hector MenendezAna Rosa Cavalli,2022,10.1007/978-3-031-04673-5,http://link.springer.com/book/10.1007/978-3-031-04673-5,EC1
Testing Software and Systems,Silvia BonfantiAngelo GargantiniPaolo Salvaneschi,2023,10.1007/978-3-031-43240-8,http://link.springer.com/book/10.1007/978-3-031-43240-8,EC1
Testing as a service (TaaS): a systematic literature map,"Girardon, Gustavo and Costa, Victor and Machado, Rodrigo and Bernardino, Maicon and Legramante, Guilherme and Basso, F\'{a}bio Paulo and de Macedo Rodrigues, Elder and Neto, Anibal",2020,10.1145/3341105.3374004,https://doi.org/10.1145/3341105.3374004,EC1
Testing uncertainty of cyber-physical systems in IoT cloud infrastructures: combining model-driven engineering and elastic execution,"Truong, Hong-Linh and Berardinelli, Luca",2017,10.1145/3107091.3107093,https://doi.org/10.1145/3107091.3107093,EC1
The 2nd EAI International Conference on Automation and Control in Theory and Practice,Michal BalogAngelina IakovetsStella HrehováKhrystyna Berladir,2024,10.1007/978-3-031-59238-6,http://link.springer.com/book/10.1007/978-3-031-59238-6,EC1
The AIQ Meta-Testbed: Pragmatically Bridging Academic AI Testing and Industrial Q Needs,Markus Borg,2021,10.1007/978-3-030-65854-0_6,http://link.springer.com/chapter/10.1007/978-3-030-65854-0_6,EC1
The Application of Formal Methods,Simon FosterAugusto Sampaio,2024,10.1007/978-3-031-67114-2,http://link.springer.com/book/10.1007/978-3-031-67114-2,EC5
The Azure Data Lakehouse Toolkit,Ron L'Esteve,2022,10.1007/978-1-4842-8233-5,http://link.springer.com/book/10.1007/978-1-4842-8233-5,EC1
The Changing World of Mobile Communications,Petri AhokangasAnnabeth Aagaard,2024,10.1007/978-3-031-33191-6,http://link.springer.com/book/10.1007/978-3-031-33191-6,EC1
"The Combined Power of Research, Education, and Dissemination",Mike HincheyBernhard Steffen,2025,10.1007/978-3-031-73887-6,http://link.springer.com/book/10.1007/978-3-031-73887-6,EC1
The Data Lakehouse Paradigm,Ron L’Esteve,2022,10.1007/978-1-4842-8233-5_1,http://link.springer.com/chapter/10.1007/978-1-4842-8233-5_1,EC1
The Definitive Guide to Azure Data Engineering,Ron C. L'Esteve,2021,10.1007/978-1-4842-7182-7,http://link.springer.com/book/10.1007/978-1-4842-7182-7,EC6
"The Digital Journey of Banking and Insurance, Volume I",Volker LiermannClaus Stegmann,2021,10.1007/978-3-030-78814-8,http://link.springer.com/book/10.1007/978-3-030-78814-8,EC6
"The Digital Journey of Banking and Insurance, Volume III",Volker LiermannClaus Stegmann,2021,10.1007/978-3-030-78821-6,http://link.springer.com/book/10.1007/978-3-030-78821-6,EC6
The Digital Twin,Noel CrespiAdam T. DrobotRoberto Minerva,2023,10.1007/978-3-031-21343-4,http://link.springer.com/book/10.1007/978-3-031-21343-4,EC1
The Engineering of Digital Twins,John FitzgeraldCláudio GomesPeter Gorm Larsen,2024,10.1007/978-3-031-66719-0,http://link.springer.com/book/10.1007/978-3-031-66719-0,EC1
The Evolution of Pervasive Information Systems,Manuele Kirsch PinheiroCarine SouveyetPhilippe RooseLuiz Angelo Steffenel,2023,10.1007/978-3-031-18176-4,http://link.springer.com/book/10.1007/978-3-031-18176-4,EC1
The Fundamental Research for Trustworthy Software,Jifeng He,2024,10.1007/978-981-99-5589-3,http://link.springer.com/book/10.1007/978-981-99-5589-3,EC1
The Future of Programming andModelling: A Vision,Perdita Stevens,2021,10.1007/978-3-030-89159-6_23,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_23,EC1
The Interoperability Challenge: Building a Model-Driven Digital Thread Platform for CPS,Tiziana MargariaHafiz Ahmad Awais ChaudharyIvan GuevaraStephen RyanAlexander Schieweck,2021,10.1007/978-3-030-89159-6_25,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_25,EC1
The Palgrave Handbook of Service Management,Bo EdvardssonBård Tronvoll,2022,10.1007/978-3-030-91828-6,http://link.springer.com/book/10.1007/978-3-030-91828-6,EC6
The Power of Words in Agile vs. Waterfall Development: Written Communication in Hybrid Software Teams,Delina Ly and Michiel Overeem and Sjaak Brinkkemper and Fabiano Dalpiaz,2025,https://doi.org/10.1016/j.jss.2024.112243,https://www.sciencedirect.com/science/article/pii/S0164121224002875,EC1
The Practice of Enterprise Modeling,João Paulo A. AlmeidaMonika Kaczmarek-HeßAgnes KoschmiderHenderik A. Proper,2024,10.1007/978-3-031-48583-1,http://link.springer.com/book/10.1007/978-3-031-48583-1,EC1
The Proceedings of the 2023 Conference on Systems Engineering Research,Dinesh VermaAzad M. MadniSteven HoffensonLu Xiao,2024,10.1007/978-3-031-49179-5,http://link.springer.com/book/10.1007/978-3-031-49179-5,EC5
The Proceedings of the 2024 Conference on Systems Engineering Research,Alejandro SaladoRicardo ValerdiRick SteinerLarry Head,2024,10.1007/978-3-031-62554-1,http://link.springer.com/book/10.1007/978-3-031-62554-1,EC5
The Quest for Introducing Technical Debt Management in a Large-Scale Industrial Company,Somayeh MalakutiSergey Ostroumov,2020,10.1007/978-3-030-58923-3_20,http://link.springer.com/chapter/10.1007/978-3-030-58923-3_20,EC1
The SODALITE Model-Driven Approach,Jesús GorroñogoitiaDragan RadolovićZoe VasileiouGeorgios MeditskosAnastasios KarakostasStefanos VrochidisMichail Bachras,2022,10.1007/978-3-031-04961-3_3,http://link.springer.com/chapter/10.1007/978-3-031-04961-3_3,EC1
The Semantic Web,Andreas HarthSabrina KirraneAxel-Cyrille Ngonga NgomoHeiko PaulheimAnisa RulaAnna Lisa GentileDr. Peter HaaseMichael Cochez,2020,10.1007/978-3-030-49461-2,http://link.springer.com/book/10.1007/978-3-030-49461-2,EC5
The Semantic Web,Paul GrothMaria-Esther VidalFabian SuchanekPedro SzekleyPavan KapanipathiCatia PesquitaHala Skaf-MolliMinna Tamper,2022,10.1007/978-3-031-06981-9,http://link.springer.com/book/10.1007/978-3-031-06981-9,EC5
The Semantic Web: ESWC 2022 Satellite Events,Paul GrothAnisa RulaJodi SchneiderDr. Ilaria TiddiProf. Elena SimperlPanos AlexopoulosRinke HoekstraDr. Mehwish AlamDr. Anastasia DimouMinna Tamper,2022,10.1007/978-3-031-11609-4,http://link.springer.com/book/10.1007/978-3-031-11609-4,EC5
The Tools and Prerequisites,Ron C. L’Esteve,2021,10.1007/978-1-4842-7182-7_1,http://link.springer.com/chapter/10.1007/978-1-4842-7182-7_1,EC5
The central role of test automation in software quality assurance,Leonardo MarianiDan HaoRajesh SubramanyanHong Zhu,2017,10.1007/s11219-017-9383-5,http://link.springer.com/article/10.1007/s11219-017-9383-5,EC1
The cloud application modelling and execution language,Achilleas P. AchilleosKyriakos KritikosAlessandro RossiniGeorgia M. KapitsakiJörg DomaschkaMichal OrzechowskiDaniel SeyboldFrank GriesingerNikolay NikolovDaniel RomeroGeorge A. Papadopoulos,2019,10.1186/s13677-019-0138-7,http://link.springer.com/article/10.1186/s13677-019-0138-7,EC1
The essential deployment metamodel: a systematic review of deployment automation technologies,Michael WursterUwe BreitenbücherMichael FalkenthalChristoph KriegerFrank LeymannKaroline SaatkampJacopo Soldani,2020,10.1007/s00450-019-00412-x,http://link.springer.com/article/10.1007/s00450-019-00412-x,EC1
Theme section on model-driven requirements engineering,Ana MoreiraGunter MussbacherJoão AraújoPablo Sánchez,2022,10.1007/s10270-022-01055-4,http://link.springer.com/article/10.1007/s10270-022-01055-4,EC1
Theoretical Computer Science,Zhiping CaiJian LiDr. Jialin Zhang,2021,10.1007/978-981-16-7443-3,http://link.springer.com/book/10.1007/978-981-16-7443-3,EC1
Theoretical Computer Science,Zhiping CaiMingyu XiaoJialin Zhang,2024,10.1007/978-981-99-7743-7,http://link.springer.com/book/10.1007/978-981-99-7743-7,EC5
Theory and Engineering of Dependable Computer Systems and Networks,Prof. Wojciech ZamojskiDr. Jacek MazurkiewiczDr. Jarosław SugierDr. Tomasz WalkowiakProf. Janusz Kacprzyk,2021,10.1007/978-3-030-76773-0,http://link.springer.com/book/10.1007/978-3-030-76773-0,EC5
ThingML: a language and code generation framework for heterogeneous targets,"Harrand, Nicolas and Fleurey, Franck and Morin, Brice and Husa, Knut Eilif",2016,10.1145/2976767.2976812,https://doi.org/10.1145/2976767.2976812,EC1
Threat analysis of software systems: A systematic literature review,K. Tuma and G. Calikli and R. Scandariato,2018,https://doi.org/10.1016/j.jss.2018.06.073,https://www.sciencedirect.com/science/article/pii/S0164121218301304,EC1
