Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Proceedings of the International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-21333-5","José BravoSergio OchoaJesús Favela","2023","http://link.springer.com/book/10.1007/978-3-031-21333-5","Book"
"Operationalizing Multi-Cloud Environments","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-74402-1","Dr. Rajganesh NagarajanDr. Pethuru RajDr. Ramkumar Thirunavukarasu","2022","http://link.springer.com/book/10.1007/978-3-030-74402-1","Book"
"Enterprise Architecture","Event- and Data-Centric Enterprise Risk-Adjusted Return Management","","","","10.1007/978-1-4842-7440-8_5","Kannan Subramanian RDr. Sudheesh Kumar Kattumannil","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7440-8_5","Chapter"
"Discussing the Future Role of Documentation in the Context of Modern Software Engineering (ISoLA 2022 Track Introduction)","Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering","","","","10.1007/978-3-031-19756-7_1","Klaus HavelundTim TegelerSteven SmythBernhard Steffen","2022","http://link.springer.com/chapter/10.1007/978-3-031-19756-7_1","Chapter"
"Economics of Grids, Clouds, Systems, and Services","Lecture Notes in Computer Science","","","","10.1007/978-3-030-92916-9","Dr. Konstantinos TserpesJörn AltmannJosé Ángel BañaresOrna Agmon Ben-YehudaProf. Karim DjemameProf. Vlado StankovskiDr. Bruno Tuffin","2021","http://link.springer.com/book/10.1007/978-3-030-92916-9","Book"
"Deployment Management and Topology Discovery of Microservice Applications in the Multicloud Environment","Journal of Grid Computing","","19","1","10.1007/s10723-021-09539-1","Hao WeiJoaquin Salvachua RodriguezOctavio Nieto-Taladriz Garcia","2021","http://link.springer.com/article/10.1007/s10723-021-09539-1","Article"
"Architekturen verteilter Softwaresysteme","erfolgreich studieren","","","","10.1007/978-3-658-45192-9","Hansruedi Tremp","2024","http://link.springer.com/book/10.1007/978-3-658-45192-9","Book"
"Topical Drifts in Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0745-6","Prof. Jyotsna Kumar MandalDr. Pao-Ann HsiungDr. Rudra Sankar Dhar","2022","http://link.springer.com/book/10.1007/978-981-19-0745-6","Book"
"Data Science and Emerging Technologies","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-97-0293-0","Yap Bee WahDhiya Al-Jumeily OBEMichael W. Berry","2024","http://link.springer.com/book/10.1007/978-981-97-0293-0","Book"
"A Self Healing Microservices Architecture: A Case Study in Docker Swarm Cluster","Advanced Information Networking and Applications","","","","10.1007/978-3-030-15032-7_71","Basel MagablehMuder Almiani","2020","http://link.springer.com/chapter/10.1007/978-3-030-15032-7_71","Chapter"
"Agile Business Engineering: From Transformation Towards ContinuousInnovation","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_6","Barbara SteffenFalk HowarTim TegelerBernhard Steffen","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_6","Chapter"
"Migration from On-Premises to Cloud: Challenges and Opportunities","Applied Informatics","","","","10.1007/978-3-031-75144-8_12","Rossana M. C. AndradeWilson CastroLeonan CarneiroErik BayerleinIcaro S. de OliveiraPedro A. M. OliveiraIsmayle S. SantosTales P. NogueiraVictória T. Oliveira","2025","http://link.springer.com/chapter/10.1007/978-3-031-75144-8_12","Chapter"
"SMT-Based Planning Synthesis for Distributed System Reconfigurations","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-99429-7_15","Simon RobillardHélène Coullon","2022","http://link.springer.com/chapter/10.1007/978-3-030-99429-7_15","Chapter"
"Improving reuse during the development process for web systems","Scientific Reports","","14","1","10.1038/s41598-024-74643-7","Ahmed M. El-HalawanyHamdy K. ElminirHazem El-Bakry","2024","http://link.springer.com/article/10.1038/s41598-024-74643-7","Article"
"Applied Computing for Software and Smart Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-7783-3","Rituparna ChakiNabendu ChakiAgostino CortesiKhalid Saeed","2023","http://link.springer.com/book/10.1007/978-981-99-7783-3","Book"
"A Security and Privacy-Preserving Path for Enhancing Information Systems that Manage Cross-Cloud Applications","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-44038-1_103","Yiannis VerginadisIoannis PatiniotakisMarcin PrusinskiMarta RozanskaSebastian SchorkGregoris Mentzas","2020","http://link.springer.com/chapter/10.1007/978-3-030-44038-1_103","Chapter"
"Model Based Systems Engineering Concepts","Systems Engineering for Automotive Powertrain Development","","","","10.1007/978-3-319-68847-3_8-2","Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-319-68847-3_8-2","ReferenceWorkEntry"
"WITS 2020","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-33-6893-4","Dr. Saad BennaniDr. Younes LakhrissiDr. Ghizlane KhaissidiProf. Dr. Anass MansouriDr. Youness Khamlichi","2022","http://link.springer.com/book/10.1007/978-981-33-6893-4","Book"
"Modeling and Visualization of Complex Systems with the Use of GraphTool","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-031-43815-8_6","Iwona ŚwiderskaEwa GrabskaWojciech Palacz","2023","http://link.springer.com/chapter/10.1007/978-3-031-43815-8_6","Chapter"
"Advances in Design, Simulation and Manufacturing VI","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-32767-4","Vitalii IvanovJustyna TrojanowskaIvan PavlenkoErwin RauchJán Piteľ","2023","http://link.springer.com/book/10.1007/978-3-031-32767-4","Book"
"Cooperative Design, Visualization, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43815-8","Yuhua Luo","2023","http://link.springer.com/book/10.1007/978-3-031-43815-8","Book"
"Distributed Applications and Interoperable Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78198-9","Miguel MatosFabíola Greve","2021","http://link.springer.com/book/10.1007/978-3-030-78198-9","Book"
"Improving Process Portability Through Metrics and Continuous Inspection","Advances in Intelligent Process-Aware Information Systems","","","","10.1007/978-3-319-52181-7_8","Jörg Lenhard","2017","http://link.springer.com/chapter/10.1007/978-3-319-52181-7_8","Chapter"
"Communication and Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-2322-9","Harish SharmaVivek ShrivastavaKusum Kumari BhartiLipo Wang","2023","http://link.springer.com/book/10.1007/978-981-99-2322-9","Book"
"Modeling in Agile Software Development: Decomposing Use Cases Towards Logical Architecture Design","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-03673-7_31","Nuno SantosJaime PereiraNuno FerreiraRicardo J. Machado","2018","http://link.springer.com/chapter/10.1007/978-3-030-03673-7_31","Chapter"
"TeaStore: A Micro-Service Reference Application for Research Use","Systems Benchmarking","","","","10.1007/978-3-030-41705-5_14","Samuel KounevKlaus-Dieter LangeJóakim von Kistowski","2020","http://link.springer.com/chapter/10.1007/978-3-030-41705-5_14","Chapter"
"Advanced Research in Technologies, Information, Innovation and Sustainability","Communications in Computer and Information Science","","","","10.1007/978-3-031-48858-0","Teresa GuardaFilipe PortelaJose Maria Diaz-Nafria","2024","http://link.springer.com/book/10.1007/978-3-031-48858-0","Book"
"Production at the Leading Edge of Technology","Lecture Notes in Production Engineering","","","","10.1007/978-3-031-18318-8","Mathias LiewaldAlexander VerlThomas BauernhanslHans-Christian Möhring","2023","http://link.springer.com/book/10.1007/978-3-031-18318-8","Book"
"Complementor Satisfaction with Boundary Resources in IIoT Ecosystems","Business Information Systems","","","","10.1007/978-3-030-53337-3_26","Dimitri PetrikGeorg Herzwurm","2020","http://link.springer.com/chapter/10.1007/978-3-030-53337-3_26","Chapter"
"Research and Innovation Forum 2023","Springer Proceedings in Complexity","","","","10.1007/978-3-031-44721-1","Anna VisviziOrlando TroisiVincenzo Corvello","2024","http://link.springer.com/book/10.1007/978-3-031-44721-1","Book"
"AutoCADep: An Approach for Automatic Cloud Application Deployment","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_7","Saddam Hocine HibaMeriem Belguidoum","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_7","Chapter"
"Quantum software engineering and quantum software development lifecycle: a survey","Cluster Computing","","27","6","10.1007/s10586-024-04362-1","Kanishk DwivediMajid HaghparastTommi Mikkonen","2024","http://link.springer.com/article/10.1007/s10586-024-04362-1","Article"
"Software Product Lines","The Essence of Software Engineering","","","","10.1007/978-3-319-73897-0_11","Klaus PohlAndreas Metzger","2018","http://link.springer.com/chapter/10.1007/978-3-319-73897-0_11","Chapter"
"Constraint-Based Behavioral Consistency of Evolving Software Systems","Machine Learning for Dynamic Software Analysis: Potentials and Limits","","","","10.1007/978-3-319-96562-8_8","Reiner HähnleBernhard Steffen","2018","http://link.springer.com/chapter/10.1007/978-3-319-96562-8_8","Chapter"
"The Quest for Introducing Technical Debt Management in a Large-Scale Industrial Company","Software Architecture","","","","10.1007/978-3-030-58923-3_20","Somayeh MalakutiSergey Ostroumov","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_20","Chapter"
"Artificial Intelligence and Economic Sustainability in the Era of Industrial Revolution 5.0","Studies in Systems, Decision and Control","","","","10.1007/978-3-031-56586-1","Abdalmuttaleb M. A. Musleh Al-SartawiAbdulnaser Ibrahim Nour","2024","http://link.springer.com/book/10.1007/978-3-031-56586-1","Book"
"China’s e-Science Blue Book 2023","","","","","10.1007/978-981-99-8270-7","","2024","http://link.springer.com/book/10.1007/978-981-99-8270-7","Book"
"Model Based Systems Engineering Concepts","Systems Engineering for Automotive Powertrain Development","","","","10.1007/978-3-319-99629-5_8","Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-319-99629-5_8","ReferenceWorkEntry"
"HCI in Business, Government, and Organizations","Lecture Notes in Computer Science","","","","10.1007/978-3-319-91716-0","Dr. Fiona Fui-Hoon NahBo Sophia Xiao","2018","http://link.springer.com/book/10.1007/978-3-319-91716-0","Book"
"A Case for a New IT Ecosystem: On-The-Fly Computing","Business & Information Systems Engineering","","62","6","10.1007/s12599-019-00627-x","Holger KarlDennis KundischFriedhelm Meyer auf der HeideHeike Wehrheim","2020","http://link.springer.com/article/10.1007/s12599-019-00627-x","Article"
"CoDescribe: An Intelligent Code Analyst for Enhancing Productivity and Software Quality","Applied Computing for Software and Smart Systems","","","","10.1007/978-981-99-7783-3_11","Souvick DasNovarun DebAgostino CortesiNabendu Chaki","2023","http://link.springer.com/chapter/10.1007/978-981-99-7783-3_11","Chapter"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-28073-3","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-28073-3","Book"
"Capability Thinking","Capability Management in Digital Enterprises","","","","10.1007/978-3-319-90424-5_1","Kurt SandkuhlJanis Stirna","2018","http://link.springer.com/chapter/10.1007/978-3-319-90424-5_1","Chapter"
"Materializing Microservice-oriented Architecture from Monolithic Object-oriented Source Code","Software Technologies","","","","10.1007/978-3-031-11513-4_7","Pascal ZaragozaAbdelhak-Djamel SeriaiAbderrahmane SeriaiAnas ShatnawiHinde-Lilia BouzianeMustapha Derras","2022","http://link.springer.com/chapter/10.1007/978-3-031-11513-4_7","Chapter"
"Digital Transformation","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-23012-7","Jacek MaślankowskiBartosz MarcinkowskiPaulo Rupino da Cunha","2022","http://link.springer.com/book/10.1007/978-3-031-23012-7","Book"
"Safe Software and Secure Software","Safety and Security of Cyber-Physical Systems","","","","10.1007/978-3-658-37182-1_5","Frank J. Furrer","2022","http://link.springer.com/chapter/10.1007/978-3-658-37182-1_5","Chapter"
"Crowdsourcing for Large-Scale Software Development","Crowdsourcing","","","","10.1007/978-3-662-47011-4_1","Wei LiWei-Tek TsaiWenjun Wu","2015","http://link.springer.com/chapter/10.1007/978-3-662-47011-4_1","Chapter"
"E–H","Fintech Dictionary","","","","10.1007/978-3-658-36056-6_2","Rainer AltStefan Huch","2022","http://link.springer.com/chapter/10.1007/978-3-658-36056-6_2","Chapter"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10542-5","Prof. Dr. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10542-5","Book"
"Search-Based Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88106-1","Prof. Una-May O'ReillyPh.D. Xavier Devroey","2021","http://link.springer.com/book/10.1007/978-3-030-88106-1","Book"
"Architekturen Verteilter Softwaresysteme","erfolgreich studieren","","","","10.1007/978-3-658-33179-5","Hansruedi Tremp","2021","http://link.springer.com/book/10.1007/978-3-658-33179-5","Book"
"PAX5 biallelic genomic alterations define a novel subgroup of B-cell precursor acute lymphoblastic leukemia","Leukemia","","33","8","10.1038/s41375-019-0430-z","Lorenz BastianMichael P. SchroederCornelia EckertCornelia SchleeJutta Ortiz TanchezSebastian KämpfDimitrios L. WagnerVeronika SchulzeKonstandina IsaakidisJuan Lázaro-NavarroSonja HänzelmannAlva Rani JamesArif EkiciThomas BurmeisterStefan SchwartzMartin Schrappe","2019","http://link.springer.com/article/10.1038/s41375-019-0430-z","Article"
"Structural Health Monitoring Based on Data Science Techniques","Structural Integrity","","","","10.1007/978-3-030-81716-9","Prof. Alexandre CuryProf. Diogo RibeiroProf. Filippo UbertiniProf. Michael D. Todd","2022","http://link.springer.com/book/10.1007/978-3-030-81716-9","Book"
"Assessing Dependability of Autonomous Vehicles","System Dependability and Analytics","","","","10.1007/978-3-031-02063-6_24","Saurabh Jha","2023","http://link.springer.com/chapter/10.1007/978-3-031-02063-6_24","Chapter"
"Advances in Information, Communication and Cybersecurity","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-91738-8","Prof. Yassine MalehMamoun AlazabProf. Noreddine GherabiLo’ai TawalbehProf. Ahmed A. Abd El-Latif","2022","http://link.springer.com/book/10.1007/978-3-030-91738-8","Book"
"Yet another cybersecurity risk assessment framework","International Journal of Information Security","","22","6","10.1007/s10207-023-00713-y","Mathias EkstedtZeeshan AfzalPreetam MukherjeeSimon HacksRobert Lagerström","2023","http://link.springer.com/article/10.1007/s10207-023-00713-y","Article"
"Application of Intelligent Systems in Multi-modal Information Analytics","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-05237-8","Prof. Vijayan SugumaranDr. A. G. SreedeviDr. Zheng Xu","2022","http://link.springer.com/book/10.1007/978-3-031-05237-8","Book"
"Beyond Edge Computing","","","","","10.1007/978-3-031-23344-9","Ana Juan Ferrer","2023","http://link.springer.com/book/10.1007/978-3-031-23344-9","Book"
"Citation Recommendation Chatbot for Professional Communities","Collaboration Technologies and Social Computing","","","","10.1007/978-3-031-42141-9_4","Alexander Tobias NeumannMichal SlupczynskiYue YinChenyang LiStefan Decker","2023","http://link.springer.com/chapter/10.1007/978-3-031-42141-9_4","Chapter"
"AI Models for Blockchain-Based Intelligent Networks in IoT Systems","Engineering Cyber-Physical Systems and Critical Infrastructures","","","","10.1007/978-3-031-31952-5","Bharat BhushanArun Kumar SangaiahTu N. Nguyen","2023","http://link.springer.com/book/10.1007/978-3-031-31952-5","Book"
"MEDICON’23 and CMBEBIH’23","IFMBE Proceedings","","","","10.1007/978-3-031-49062-0","Almir BadnjevićLejla Gurbeta Pokvić","2024","http://link.springer.com/book/10.1007/978-3-031-49062-0","Book"
"World Internet Development Report 2021","","","","","10.1007/978-981-19-9323-7","","2023","http://link.springer.com/book/10.1007/978-981-19-9323-7","Book"
"2024 Stuttgart International Symposium on Automotive and Engine Technology","Proceedings","","","","10.1007/978-3-658-45018-2","André Casal KulzerHans-Christian ReussAndreas Wagner","2024","http://link.springer.com/book/10.1007/978-3-658-45018-2","Book"
"Proceedings of the 14th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-27524-1","Ajith AbrahamThomas HanneNiketa GandhiPooja Manghirmalani  MishraAnu BajajPatrick Siarry","2023","http://link.springer.com/book/10.1007/978-3-031-27524-1","Book"
"Towards an Evolvability Assurance Method for Service-Based Systems","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-63161-1_10","Justus BognerAlfred ZimmermannStefan Wagner","2020","http://link.springer.com/chapter/10.1007/978-3-030-63161-1_10","Chapter"
"Dynamics 365 CE Core Apps","Power Platform and Dynamics 365 CE for Absolute Beginners","","","","10.1007/978-1-4842-8600-5_11","Sanjaya Prakash Pradhan","2022","http://link.springer.com/chapter/10.1007/978-1-4842-8600-5_11","Chapter"
"Advances in Production","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-45021-1","Anna BurdukAndre BatakoJosé MachadoRyszard WyczółkowskiKatarzyna AntoszArkadiusz Gola","2023","http://link.springer.com/book/10.1007/978-3-031-45021-1","Book"
"Technology Trends—Historical and Future Drivers of Change","Deliberately Digital","","","","10.1007/978-3-030-37955-1_4","Hubert TardieuDavid DalyJosé Esteban-LauzánJohn HallGeorge Miller","2020","http://link.springer.com/chapter/10.1007/978-3-030-37955-1_4","Chapter"
"Proceedings of the 4th International Conference on Advances in Computational Science and Engineering","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-97-2977-7","Vinesh ThiruchelvamRayner AlfredZamhar Iswandono Bin Awang IsmailHaviluddin HaviluddinAslina Baharum","2024","http://link.springer.com/book/10.1007/978-981-97-2977-7","Book"
"The Semantic Web","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49461-2","Andreas HarthSabrina KirraneAxel-Cyrille Ngonga NgomoHeiko PaulheimAnisa RulaAnna Lisa GentileDr. Peter HaaseMichael Cochez","2020","http://link.springer.com/book/10.1007/978-3-030-49461-2","Book"
"Bio-inspired Systems and Applications: from Robotics to Ambient Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06527-9","José Manuel Ferrández VicenteJosé Ramón Álvarez-SánchezFélix de la Paz LópezHojjat Adeli","2022","http://link.springer.com/book/10.1007/978-3-031-06527-9","Book"
"Leveraging Design and Runtime Architecture Models to Support Self-awareness","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_24","Philippe LalandaStéphanie CholletCatherine Hamon","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_24","Chapter"
"Context Driven Software Development","Proceedings of the 27th International Conference on Systems Engineering, ICSEng 2020","","","","10.1007/978-3-030-65796-3_39","Arunkumar Khannur","2021","http://link.springer.com/chapter/10.1007/978-3-030-65796-3_39","Chapter"
"Applied Cryptography and Network Security Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-16815-4","Jianying ZhouSridhar AdepuCristina AlcarazLejla BatinaEmiliano CasalicchioSudipta ChattopadhyayChenglu JinJingqiang LinEleonora LosioukSuryadipta MajumdarWeizhi MengStjepan PicekJun ShaoChunhua SuCong WangYury ZhauniarovichSaman Zonouz","2022","http://link.springer.com/book/10.1007/978-3-031-16815-4","Book"
"Towards an Architecture-Centric Methodology for Migrating to Microservices","Agile Processes in Software Engineering and Extreme Programming – Workshops","","","","10.1007/978-3-031-48550-3_5","Jonas FritzschJustus BognerMarkus HaugStefan WagnerAlfred Zimmermann","2024","http://link.springer.com/chapter/10.1007/978-3-031-48550-3_5","Chapter"
"Technology in Education. Innovative Practices for the New Normal","Communications in Computer and Information Science","","","","10.1007/978-981-99-8255-4","Simon K. S. CheungFu Lee WangNaraphorn PaoprasertPeerayuth CharnsethikulKam Cheong LiKongkiti Phusavat","2024","http://link.springer.com/book/10.1007/978-981-99-8255-4","Book"
"Advances in Computing, Informatics, Networking and Cybersecurity","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-87049-2","Assoc. Prof. Petros NicopolitidisProf. Sudip MisraProf. Dr. Laurence T. YangDr. Bernard ZeiglerProf. Zhaolng Ning","2022","http://link.springer.com/book/10.1007/978-3-030-87049-2","Book"
"6G: The Intelligent Network","Mobile Communication Networks: 5G and a Vision of 6G","","","","10.1007/978-3-030-69273-5_8","Dr. Mladen BožanićProf. Saurabh Sinha","2021","http://link.springer.com/chapter/10.1007/978-3-030-69273-5_8","Chapter"
"Creating Business Applications with Microsoft 365","","","","","10.1007/978-1-4842-8823-8","Jeffrey M. Rhodes","2022","http://link.springer.com/book/10.1007/978-1-4842-8823-8","Book"
"System Innovations in Inter Data Center Transport Networks","Optical Network Design and Modeling","","","","10.1007/978-3-030-38085-4_38","Loukas ParaschisHarald BockParthiban KandappanBernd Sommerkorn-KrombholzJoao PedroAbhinava SadasivaraoSharfuddin SyedJeff RahnPaul DoolanBiao Lu","2020","http://link.springer.com/chapter/10.1007/978-3-030-38085-4_38","Chapter"
"Product Lifecycle Management Enabling Smart X","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-62807-9","Prof. Dr. Felix NyffeneggerJosé RíosLouis RivestProf. Dr. Abdelaziz Bouras","2020","http://link.springer.com/book/10.1007/978-3-030-62807-9","Book"
"Biologically Inspired Cognitive Architectures 2021","Studies in Computational Intelligence","","","","10.1007/978-3-030-96993-6","Prof. Valentin V. KlimovPh.D. David J. Kelley","2022","http://link.springer.com/book/10.1007/978-3-030-96993-6","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-62273-1","Kohei Arai","2024","http://link.springer.com/book/10.1007/978-3-031-62273-1","Book"
"Theoretical Computer Science","Communications in Computer and Information Science","","","","10.1007/978-981-99-7743-7","Zhiping CaiMingyu XiaoJialin Zhang","2024","http://link.springer.com/book/10.1007/978-981-99-7743-7","Book"
"Strategic Analysis: Evolution of Information System in Cyber-Physical-Social Space","Cyber-Physical-Social Intelligence","","","","10.1007/978-981-13-7311-4_8","Hai Zhuge","2020","http://link.springer.com/chapter/10.1007/978-981-13-7311-4_8","Chapter"
"A Method and Programming Model for Developing Interacting Cloud Applications Based on the TOSCA Standard","Enterprise Information Systems","","","","10.1007/978-3-319-93375-7_13","Michael ZimmermannUwe BreitenbücherFrank Leymann","2018","http://link.springer.com/chapter/10.1007/978-3-319-93375-7_13","Chapter"
"Machine Learning for Classification of DOS Attack in Smart Healthcare Networks","Computing Science, Communication and Security","","","","10.1007/978-3-031-10551-7_14","Sweta DargadPooja ThakkarSangeeta Giri","2022","http://link.springer.com/chapter/10.1007/978-3-031-10551-7_14","Chapter"
"Applied and Computational Mathematics","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-981-97-2136-8","Dieky AdzkiyaKistosil Fahim","2024","http://link.springer.com/book/10.1007/978-981-97-2136-8","Book"
"Applied Informatics","Communications in Computer and Information Science","","","","10.1007/978-3-031-46813-1","Hector FlorezMarcelo Leon","2024","http://link.springer.com/book/10.1007/978-3-031-46813-1","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77772-2","Helmut DegenDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-77772-2","Book"
"Search-Based Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-48796-5","Paolo ArcainiTao YueErik M. Fredericks","2024","http://link.springer.com/book/10.1007/978-3-031-48796-5","Book"
"Digital Transformation in Accounting and Auditing","","","","","10.1007/978-3-031-46209-2","Arif PerdanaTawei Wang","2024","http://link.springer.com/book/10.1007/978-3-031-46209-2","Book"
"Agile in the Context of Manufacturing SMEs","Advances in Design, Simulation and Manufacturing VI","","","","10.1007/978-3-031-32767-4_13","Angelina IakovetsMichal BalogKamil Židek","2023","http://link.springer.com/chapter/10.1007/978-3-031-32767-4_13","Chapter"
"Multi-cloud Services Configuration Based on Risk Optimization","On the Move to Meaningful Internet Systems: OTM 2019 Conferences","","","","10.1007/978-3-030-33246-4_45","Oscar González-RojasJuan Tafurth","2019","http://link.springer.com/chapter/10.1007/978-3-030-33246-4_45","Chapter"
"Weaving Open Services with Runtime Models for Continuous Smart Cities KPIs Assessment","Service-Oriented Computing","","","","10.1007/978-3-030-91431-8_43","Martina De SanctisLudovico IovinoMaria Teresa RossiManuel Wimmer","2021","http://link.springer.com/chapter/10.1007/978-3-030-91431-8_43","Chapter"
"Proceedings of the International Conference on Intelligent Vision and Computing (ICIVC 2021)","Proceedings in Adaptation, Learning and Optimization","","","","10.1007/978-3-030-97196-0","Dr. Harish SharmaDr. Vijay Kumar VyasProf. Rajesh Kumar PandeyDr. Mukesh Prasad","2022","http://link.springer.com/book/10.1007/978-3-030-97196-0","Book"
"Migration Strategies and Refactoring Methodology When Moving a Legacy ERP System to Cloud Platform","Distributed Sensing and Intelligent Systems","","","","10.1007/978-3-030-64258-7_19","Majda El MariouliJalal Laassiri","2022","http://link.springer.com/chapter/10.1007/978-3-030-64258-7_19","Chapter"
"Computer Security – ESORICS 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17146-8","Vijayalakshmi AtluriRoberto Di PietroChristian D. JensenWeizhi Meng","2022","http://link.springer.com/book/10.1007/978-3-031-17146-8","Book"
"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-47451-4","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-47451-4","Book"
"Computing Science, Communication and Security","Communications in Computer and Information Science","","","","10.1007/978-3-031-10551-7","Nirbhay ChaubeyDr. Sabu M. ThampiNoor Zaman Jhanjhi","2022","http://link.springer.com/book/10.1007/978-3-031-10551-7","Book"
"Continuous Evaluation of Consistency in Software Architecture Models","Software Architecture","","","","10.1007/978-3-031-42592-9_10","Priom BiswasAndreas MorgensternPablo Oliveira AntoninoRafael CapillaElisa Yumi Nakagawa","2023","http://link.springer.com/chapter/10.1007/978-3-031-42592-9_10","Chapter"
"ICT: Smart Systems and Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-9489-2","M. Shamim KaiserJuanying XieVijay Singh Rathore","2024","http://link.springer.com/book/10.1007/978-981-99-9489-2","Book"
"Software Life Cycle","Mobile Applications","","","","10.1007/978-3-030-02391-1_1","Tejinder S. Randhawa","2022","http://link.springer.com/chapter/10.1007/978-3-030-02391-1_1","Chapter"
"Out-of-the-Box Customizations","Customizing Dynamics 365","","","","10.1007/978-1-4842-4379-4_3","Sanjaya Yapa","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4379-4_3","Chapter"
"Scaling Customer Success","","","","","10.1007/978-1-4842-9192-4","Chitra MadhwacharyulaShreesha Ramdas","2023","http://link.springer.com/book/10.1007/978-1-4842-9192-4","Book"
"Introduction to SparxSystems Enterprise Architect","","","","","10.1007/978-1-4842-9312-6","Peter Doomen","2023","http://link.springer.com/book/10.1007/978-1-4842-9312-6","Book"
"Specifying Web Interfaces for Command-Line Applications Based on OpenAPI","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_3","Dennis WoltersJonas KirchhoffGregor Engels","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_3","Chapter"
"Comparison of open-source runtime testing tools for microservices","Software Quality Journal","","31","1","10.1007/s11219-022-09583-4","Juan P. SotomayorSai Chaithra AllalaDionny SantiagoTariq M. KingPeter J. Clarke","2023","http://link.springer.com/article/10.1007/s11219-022-09583-4","Article"
"Artificial Intelligence Applications in Banking and Financial Services","Future of Business and Finance","","","","10.1007/978-981-99-2571-1","Abhishek GuptaDwijendra Nath DwivediJigar Shah","2023","http://link.springer.com/book/10.1007/978-981-99-2571-1","Book"
